GENENAME;TYPE;PMID;OMIMGENE;ORIGINALENTRY;OMIMDISEASE
MKL1;Megakaryoblastic leukemia, acute;17357067;606078;Megakaryoblastic leukemia, acute (3);0
MKRN3;Precocious puberty, central, 2;17357067;603856;Precocious puberty, central, 2, 615346 (3);615346
MKS1;Bardet-Biedl syndrome 13;17357067;609883;Bardet-Biedl syndrome 13, 615990 (3);615990
MKS1;Bardet-Biedl syndrome 6;17357067;604896;Bardet-Biedl syndrome 6, 605231 (3);605231
MKS1;McKusick-Kaufman syndrome;17357067;604896;McKusick-Kaufman syndrome, 236700 (3);236700
MKS1;Meckel syndrome 1;17357067;609883;Meckel syndrome 1, 249000 (3);249000
MLC1;Megalencephalic leukoencephalopathy with subcortical cysts;17357067;605908;Megalencephalic leukoencephalopathy with subcortical cysts, 604004 (3);604004
MLF1;Leukemia, acute myeloid;17357067;601402;Leukemia, acute myeloid, 601626 (1);601626
MLH1;Colorectal cancer, hereditary nonpolyposis, type 2;17357067;120436;Colorectal cancer, hereditary nonpolyposis, type 2, 609310 (3);609310
MLH1;Mismatch repair cancer syndrome;17357067;120436;Mismatch repair cancer syndrome, 276300 (3);276300
MLH1;Muir-Torre syndrome;17357067;120436;Muir-Torre syndrome, 158320 (3);158320
MLH3;Colorectal cancer, hereditary nonpolyposis, type 7;17357067;604395;Colorectal cancer, hereditary nonpolyposis, type 7, 614385 (3);614385
MLH3;Colorectal cancer, somatic;17357067;604395;Colorectal cancer, somatic, 114500 (3);114500
MLH3;Endometrial cancer, susceptibility to;17357067;604395;{Endometrial cancer, susceptibility to}, 608089 (3);608089
MLLT10;Leukemia, acute T-cell lymphoblastic;17357067;602409;Leukemia, acute T-cell lymphoblastic (3);0
MLLT10;Leukemia, acute myeloid;17357067;602409;Leukemia, acute myeloid, 601626 (3);601626
MLLT11;Leukemia, acute myelomonocytic;17357067;604684;Leukemia, acute myelomonocytic (3);0
MLPH;Griscelli syndrome, type 3;17357067;606526;Griscelli syndrome, type 3, 609227 (3);609227
MLYCD;Malonyl-CoA decarboxylase deficiency;17357067;606761;Malonyl-CoA decarboxylase deficiency, 248360 (3);248360
MMAA;Methylmalonic aciduria, vitamin B12-responsive;17357067;607481;Methylmalonic aciduria, vitamin B12-responsive, 251100 (3);251100
MMAB;Methylmalonic aciduria, vitamin B12-responsive, due to defect in synthesis of adenosylcobalamin, cblB complementation type;17357067;607568;Methylmalonic aciduria, vitamin B12-responsive, due to defect in synthesis of adenosylcobalamin, cblB complementation type, 251110 (3);251110
MMACHC;Methylmalonic aciduria and homocystinuria, cblC type;17357067;609831;Methylmalonic aciduria and homocystinuria, cblC type, 277400 (3);277400
MMADHC;Homocystinuria, cblD type, variant 1;17357067;611935;Homocystinuria, cblD type, variant 1, 277410 (3);277410
MMADHC;Methylmalonic aciduria and homocystinuria, cblD type;17357067;611935;Methylmalonic aciduria and homocystinuria, cblD type, 277410 (3);277410
MMADHC;Methylmalonic aciduria, cblD type, variant 2;17357067;611935;Methylmalonic aciduria, cblD type, variant 2, 277410 (3);277410
MMD2;Miyoshi muscular dystrophy 2;17357067;613318;Miyoshi muscular dystrophy 2 (2);0
MME;Membranous glomerulonephritis, antenatal;17357067;120520;Membranous glomerulonephritis, antenatal, 614692 (1);614692
MME;Neutral endopeptidase deficiency;17357067;120520;[Neutral endopeptidase deficiency], 614692 (1);614692
MMP1;COPD, rate of decline of lung function in;17357067;120353;COPD, rate of decline of lung function in, 606963 (3);606963
MMP1;Epidermolysis bullosa dystrophica, autosomal recessive, modifier of;17357067;120353;{Epidermolysis bullosa dystrophica, autosomal recessive, modifier of}, 226600 (3);226600
MMP13;Metaphyseal anadysplasia 1;17357067;600108;Metaphyseal anadysplasia 1, 602111 (3);602111
MMP13;Spondyloepimetaphyseal dysplasia, Missouri type;17357067;600108;Spondyloepimetaphyseal dysplasia, Missouri type, 602111 (3);602111
MMP2;Multicentric osteolysis, nodulosis, and arthropathy;17357067;120360;Multicentric osteolysis, nodulosis, and arthropathy, 259600 (3);259600
MMP20;Amelogenesis imperfecta, type IIA2;17357067;604629;Amelogenesis imperfecta, type IIA2, 612529 (3);612529
MMP3;Coronary heart disease, susceptibility to, 6;17357067;185250;{Coronary heart disease, susceptibility to, 6}, 614466 (3);614466
MMP9;Metaphyseal anadysplasia 2;17357067;120361;Metaphyseal anadysplasia 2, 613073 (3);613073
MN1;Meningioma;17357067;156100;Meningioma, 607174 (3);607174
MNX1;Currarino syndrome;17357067;142994;Currarino syndrome, 176450 (3);176450
MOCOS;Bardet-Biedl syndrome 6;17357067;604896;Bardet-Biedl syndrome 6, 605231 (3);605231
MOCOS;McKusick-Kaufman syndrome;17357067;604896;McKusick-Kaufman syndrome, 236700 (3);236700
MOCS1;Molybdenum cofactor deficiency A;17357067;603707;Molybdenum cofactor deficiency A, 252150 (3);252150
MOCS2;Molybdenum cofactor deficiency B;17357067;603708;Molybdenum cofactor deficiency B, 252160 (3);252160
MOGS;Congenital disorder of glycosylation, type IIb;17357067;601336;Congenital disorder of glycosylation, type IIb, 606056 (3);606056
MPC1;Mitochondrial pyruvate carrier deficiency;17357067;614738;Mitochondrial pyruvate carrier deficiency, 614741 (3);614741
MPDU1;Congenital disorder of glycosylation, type If;17357067;604041;Congenital disorder of glycosylation, type If, 609180 (3);609180
MPDZ;Hydrocephalus, nonsyndromic, autosomal recessive 2;17357067;603785;Hydrocephalus, nonsyndromic, autosomal recessive 2, 615219 (3);615219
MPI;Congenital disorder of glycosylation, type Ib;17357067;154550;Congenital disorder of glycosylation, type Ib, 602579 (3);602579
MPL;Myelofibrosis with myeloid metaplasia, somatic;17357067;159530;Myelofibrosis with myeloid metaplasia, somatic, 254450 (3);254450
MPL;Thrombocythemia 2;17357067;159530;Thrombocythemia 2, 601977 (3);601977
MPL;Thrombocytopenia, congenital amegakaryocytic;17357067;159530;Thrombocytopenia, congenital amegakaryocytic, 604498 (3);604498
MPLKIP;Trichothiodystrophy 4, nonphotosensitive;17357067;609188;Trichothiodystrophy 4, nonphotosensitive, 234050 (3);234050
MPO;Alzheimer disease, susceptibility to;17357067;606989;{Alzheimer disease, susceptibility to}, 104300 (3);104300
MPO;Lung cancer, protection against, in smokers;17357067;606989;{Lung cancer, protection against, in smokers} (3);0
MPO;Myeloperoxidase deficiency;17357067;606989;Myeloperoxidase deficiency, 254600 (3);254600
MPST;Tuberculin skin test reactivity QTL;17357067;613637;[Tuberculin skin test reactivity QTL] (2);0
MPV17;Mitochondrial DNA depletion syndrome 6 (hepatocerebral type);17357067;137960;Mitochondrial DNA depletion syndrome 6 (hepatocerebral type), 256810 (3);256810
MPZ;Charcot-Marie-Tooth disease, dominant intermediate D;17357067;159440;Charcot-Marie-Tooth disease, dominant intermediate D, 607791 (3);607791
MPZ;Charcot-Marie-Tooth disease, type 1B;17357067;159440;Charcot-Marie-Tooth disease, type 1B, 118200 (3);118200
MPZ;Charcot-Marie-Tooth disease, type 2I;17357067;159440;Charcot-Marie-Tooth disease, type 2I, 607677 (3);607677
MPZ;Charcot-Marie-Tooth disease, type 2J;17357067;159440;Charcot-Marie-Tooth disease, type 2J, 607736 (3);607736
MPZ;Dejerine-Sottas disease;17357067;159440;Dejerine-Sottas disease, 145900 (3);145900
MPZ;Neuropathy, congenital hypomyelinating;17357067;159440;Neuropathy, congenital hypomyelinating, 605253 (3);605253
MPZ;Roussy-Levy syndrome;17357067;159440;Roussy-Levy syndrome, 180800 (3);180800
MPZL2;Deafness, autosomal recessive 4, with enlarged vestibular aqueduct;17357067;605646;Deafness, autosomal recessive 4, with enlarged vestibular aqueduct, 600791 (3);600791
MPZL2;Pendred syndrome;17357067;605646;Pendred syndrome, 274600 (3);274600
MR1;Paroxysmal nonkinesigenic dyskinesia;17357067;609023;Paroxysmal nonkinesigenic dyskinesia, 118800 (3);118800
MRAP;Glucocorticoid deficiency 2;17357067;609196;Glucocorticoid deficiency 2, 607398 (3);607398
MRAP2;Obesity, susceptibility to, BMIQ18;17357067;615410;{Obesity, susceptibility to, BMIQ18}, 615457 (3);615457
MRE11A;Ataxia-telangiectasia-like disorder;17357067;600814;Ataxia-telangiectasia-like disorder, 604391 (3);604391
MRPL3;Combined oxidative phosphorylation deficiency 9;17357067;607118;Combined oxidative phosphorylation deficiency 9, 614582 (3);614582
MRPS16;Combined oxidative phosphorylation deficiency 2;17357067;609204;Combined oxidative phosphorylation deficiency 2, 610498 (3);610498
MRPS22;Combined oxidative phosphorylation deficiency 5;17357067;605810;Combined oxidative phosphorylation deficiency 5, 611719 (3);611719
MRTO4;Mental retardation, autosomal recessive, 4;17357067;611107;Mental retardation, autosomal recessive, 4 (2);0
MS4A1;Immunodeficiency, common variable, 5;17357067;112210;Immunodeficiency, common variable, 5, 613495 (3);613495
MS4A2;Atopy, susceptibility to;17357067;147138;{Atopy, susceptibility to}, 147050 (3);147050
MSH2;Colorectal cancer, hereditary nonpolyposis, type 1;17357067;609309;Colorectal cancer, hereditary nonpolyposis, type 1, 120435 (3);120435
MSH2;Mismatch repair cancer syndrome;17357067;609309;Mismatch repair cancer syndrome, 276300 (3);276300
MSH2;Muir-Torre syndrome;17357067;609309;Muir-Torre syndrome, 158320 (3);158320
MSH3;Endometrial carcinoma, somatic;17357067;600887;Endometrial carcinoma, somatic, 608089 (3);608089
MSH6;Colorectal cancer, hereditary nonpolyposis, type 5;17357067;600678;Colorectal cancer, hereditary nonpolyposis, type 5, 614350 (3);614350
MSH6;Endometrial cancer, familial;17357067;600678;Endometrial cancer, familial, 608089 (3);608089
MSH6;Mismatch repair cancer syndrome;17357067;600678;Mismatch repair cancer syndrome, 276300 (3);276300
MSMB;Prostate cancer, hereditary, 13;17357067;157145;{Prostate cancer, hereditary, 13}, 611928 (3);611928
MSR1;Barrett esophagus/esophageal adenocarcinoma;17357067;153622;Barrett esophagus/esophageal adenocarcinoma, 614266 (3);614266
MSR1;Prostate cancer, hereditary;17357067;153622;Prostate cancer, hereditary, 176807 (3);176807
MSRB3;Deafness, autosomal recessive 74;17357067;613719;Deafness, autosomal recessive 74, 613718 (3);613718
MST1;T-cell immunodeficiency, recurrent infections, autoimmunity, and cardiac malformations;17357067;604965;T-cell immunodeficiency, recurrent infections, autoimmunity, and cardiac malformations, 614868 (3);614868
MSTN;Muscle hypertrophy;17357067;601788;Muscle hypertrophy, 614160 (3);614160
MSX1;Ectodermal dysplasia 3, Witkop type;17357067;142983;Ectodermal dysplasia 3, Witkop type, 189500 (3);189500
MSX1;Orofacial cleft 5;17357067;142983;Orofacial cleft 5, 608874 (3);608874
MSX1;Tooth agenesis, selective, 1, with or without orofacial cleft;17357067;142983;Tooth agenesis, selective, 1, with or without orofacial cleft, 106600 (3);106600
MSX2;Craniosynostosis, type 2;17357067;123101;Craniosynostosis, type 2, 604757 (3);604757
MSX2;Parietal foramina 1;17357067;123101;Parietal foramina 1, 168500 (3);168500
MSX2;Parietal foramina with cleidocranial dysplasia;17357067;123101;Parietal foramina with cleidocranial dysplasia, 168550 (3);168550
MTA3;Congenital disorder of glycosylation, type Ip;17357067;613666;Congenital disorder of glycosylation, type Ip, 613661 (3);613661
MTAP;Diaphyseal medullary stenosis with malignant fibrous histiocytoma;17357067;156540;Diaphyseal medullary stenosis with malignant fibrous histiocytoma, 112250 (3);112250
MTFMT;Combined oxidative phosphorylation deficiency 15;17357067;611766;Combined oxidative phosphorylation deficiency 15, 614947 (3);614947
MTHFD1;Abruptio placentae, susceptibility to;17357067;172460;{Abruptio placentae, susceptibility to} (3);0
MTHFD1;Spina bifida, folate-sensitive, susceptibility to;17357067;172460;{Spina bifida, folate-sensitive, susceptibility to}, 601634 (3);601634
MTHFR;Homocystinuria due to MTHFR deficiency;17357067;607093;Homocystinuria due to MTHFR deficiency, 236250 (3);236250
MTHFR;Neural tube defects, susceptibility to;17357067;607093;{Neural tube defects, susceptibility to}, 601634 (3);601634
MTHFR;Schizophrenia, susceptibility to;17357067;607093;{Schizophrenia, susceptibility to}, 181500 (3);181500
MTHFR;Thromboembolism, susceptibility to;17357067;607093;{Thromboembolism, susceptibility to}, 188050 (3);188050
MTHFR;Vascular disease, susceptibility to;17357067;607093;{Vascular disease, susceptibility to} (3);0
MTM1;Myotubular myopathy, X-linked;17357067;300415;Myotubular myopathy, X-linked, 310400 (3);310400
MTMR14;Centronuclear myopathy, autosomal, modifier of;17357067;611089;{Centronuclear myopathy, autosomal, modifier of}, 160150 (3);160150
MTMR2;Charcot-Marie-Tooth disease, type 4B1;17357067;603557;Charcot-Marie-Tooth disease, type 4B1, 601382 (3);601382
MTNR1B;Diabetes mellitus, type 2, susceptiblity to;17357067;600804;{Diabetes mellitus, type 2, susceptiblity to}, 125853 (3);125853
MTO1;Combined oxidative phosphorylation deficiency 10;17357067;614667;Combined oxidative phosphorylation deficiency 10, 614702 (3);614702
MTPAP;Ataxia, spastic, 4;17357067;613669;Ataxia, spastic, 4, 613672 (3);613672
MTR;Homocystinuria-megaloblastic anemia, cblG complementation type;17357067;156570;Homocystinuria-megaloblastic anemia, cblG complementation type, 250940 (3);250940
MTR;Neural tube defects, folate-sensitive, susceptibility to;17357067;156570;{Neural tube defects, folate-sensitive, susceptibility to}, 601634 (3);601634
MTRR;Homocystinuria-megaloblastic anemia, cbl E type;17357067;602568;Homocystinuria-megaloblastic anemia, cbl E type, 236270 (3);236270
MTRR;Neural tube defects, folate-sensitive, susceptibility to;17357067;602568;{Neural tube defects, folate-sensitive, susceptibility to}, 601634 (3);601634
MTTP;Abetalipoproteinemia;17357067;157147;Abetalipoproteinemia, 200100 (3);200100
MTTP;Metabolic syndrome, protection against;17357067;157147;{Metabolic syndrome, protection against}, 605552 (3);605552
MUC1;Medullary cystic kidney disease 1;17357067;158340;Medullary cystic kidney disease 1, 174000 (3);174000
MUC5B;Pulmonary fibrosis, idiopathic, susceptibility to;17357067;600770;{Pulmonary fibrosis, idiopathic, susceptibility to}, 178500 (3);178500
MUC7;Asthma, protection against;17357067;158375;{Asthma, protection against}, 600807 (3);600807
MUSK;Fetal akinesia deformation sequence;17357067;601296;Fetal akinesia deformation sequence, 208150 (3);208150
MUSK;Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency;17357067;601296;Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency, 616325 (3);616325
MUT;Methylmalonic aciduria, mut(0) type;17357067;609058;Methylmalonic aciduria, mut(0) type, 251000 (3);251000
MUTYH;Adenomas, multiple colorectal;17357067;604933;Adenomas, multiple colorectal, 608456 (3);608456
MUTYH;Colorectal adenomatous polyposis, autosomal recessive, with pilomatricomas;17357067;604933;Colorectal adenomatous polyposis, autosomal recessive, with pilomatricomas, 132600 (3);132600
MUTYH;Gastric cancer, somatic;17357067;604933;Gastric cancer, somatic, 613659 (3);613659
MVK;Hyper-IgD syndrome;17357067;251170;Hyper-IgD syndrome, 260920 (3);260920
MVK;Mevalonic aciduria;17357067;251170;Mevalonic aciduria, 610377 (3);610377
MVK;Porokeratosis 3, disseminated superficial actinic;17357067;251170;Porokeratosis 3, disseminated superficial actinic, 175900 (3);175900
MVP;Mitral valve prolapse, myxomatous 1;17357067;157700;Mitral valve prolapse, myxomatous 1 (2);0
MXI1;Neurofibrosarcoma;17357067;600020;Neurofibrosarcoma (3);0
MXI1;Prostate cancer, susceptibility to;17357067;600020;{Prostate cancer, susceptibility to}, 176807 (3);176807
MYB;T-cell acute lymphoblastic leukemia;17357067;189990;{T-cell acute lymphoblastic leukemia} (3);0
MYBPC1;Arthrogryposis, distal, type 1B;17357067;160794;Arthrogryposis, distal, type 1B, 614335 (3);614335
MYBPC1;Lethal congenital contracture syndrome 4;17357067;160794;Lethal congenital contracture syndrome 4, 614915 (3);614915
MYBPC3;Cardiomyopathy, dilated, 1MM;17357067;600958;Cardiomyopathy, dilated, 1MM, 615396 (3);615396
MYBPC3;Cardiomyopathy, hypertrophic, 4;17357067;600958;Cardiomyopathy, hypertrophic, 4, 115197 (3);115197
MYBPC3;Left ventricular noncompaction 10;17357067;600958;Left ventricular noncompaction 10, 615396 (3);615396
MYC;Burkitt lymphoma;17357067;190080;Burkitt lymphoma, 113970 (3);113970
MYC;Myoclonus, familial cortical;17357067;605235;Myoclonus, familial cortical, 614937 (3);614937
MYCN;Feingold syndrome;17357067;164840;Feingold syndrome, 164280 (3);164280
MYD88;Macroglobulinemia, Waldenstrom, somatic;17357067;602170;Macroglobulinemia, Waldenstrom, somatic, 153600 (3);153600
MYD88;Pyogenic bacterial infections, recurrent, due to MYD88 deficiency;17357067;602170;Pyogenic bacterial infections, recurrent, due to MYD88 deficiency, 612260 (3);612260
MYF6;Myopathy, centronuclear, 3;17357067;159991;Myopathy, centronuclear, 3, 614408 (3);614408
MYH11;Aortic aneurysm, familial thoracic 4;17357067;160745;Aortic aneurysm, familial thoracic 4, 132900 (3);132900
MYH14;Deafness, autosomal dominant 4A;17357067;608568;Deafness, autosomal dominant 4A, 600652 (3);600652
MYH2;Proximal myopathy and ophthalmoplegia;17357067;160740;Proximal myopathy and ophthalmoplegia, 605637 (3);605637
MYH3;Arthrogryposis, distal, type 2A;17357067;160720;Arthrogryposis, distal, type 2A, 193700 (3);193700
MYH3;Arthrogryposis, distal, type 2B;17357067;160720;Arthrogryposis, distal, type 2B, 601680 (3);601680
MYH3;Arthrogryposis, distal, type 8;17357067;160720;Arthrogryposis, distal, type 8, 178110 (3);178110
MYH6;Atrial septal defect 3;17357067;160710;Atrial septal defect 3, 614089 (3);614089
MYH6;Cardiomyopathy, dilated, 1EE;17357067;160710;Cardiomyopathy, dilated, 1EE, 613252 (3);613252
MYH6;Cardiomyopathy, hypertrophic, 14;17357067;160710;Cardiomyopathy, hypertrophic, 14, 613251 (3);613251
MYH6;Sick sinus syndrome 3;17357067;160710;{Sick sinus syndrome 3}, 614090 (3);614090
MYH7;Cardiomyopathy, dilated, 1S;17357067;160760;Cardiomyopathy, dilated, 1S, 613426 (3);613426
MYH7;Cardiomyopathy, hypertrophic, 1;17357067;160760;Cardiomyopathy, hypertrophic, 1, 192600 (3);192600
MYH7;Left ventricular noncompaction 5;17357067;160760;Left ventricular noncompaction 5, 613426 (3);613426
MYH7;Liang distal myopathy;17357067;160760;Liang distal myopathy, 160500 (3);160500
MYH7;Myopathy, myosin storage, autosomal dominant;17357067;160760;Myopathy, myosin storage, autosomal dominant, 608358 (3);608358
MYH7;Myopathy, myosin storage, autosomal recessive;17357067;160760;Myopathy, myosin storage, autosomal recessive, 255160 (3);255160
MYH7;Scapuloperoneal syndrome, myopathic type;17357067;160760;Scapuloperoneal syndrome, myopathic type, 181430 (3);181430
MYH8;Carney complex variant;17357067;160741;Carney complex variant, 608837 (3);608837
MYH8;Trismus-pseudocamptodactyly syndrome;17357067;160741;Trismus-pseudocamptodactyly syndrome, 158300 (3);158300
MYH9;Deafness, autosomal dominant 17;17357067;160775;Deafness, autosomal dominant 17, 603622 (3);603622
MYH9;Epstein syndrome;17357067;160775;Epstein syndrome, 153650 (3);153650
MYH9;Fechtner syndrome;17357067;160775;Fechtner syndrome, 153640 (3);153640
MYH9;Macrothrombocytopenia and progressive sensorineural deafness;17357067;160775;Macrothrombocytopenia and progressive sensorineural deafness, 600208 (3);600208
MYH9;May-Hegglin anomaly;17357067;160775;May-Hegglin anomaly, 155100 (3);155100
MYH9;Sebastian syndrome;17357067;160775;Sebastian syndrome, 605249 (3);605249
MYL2;Cardiomyopathy, hypertrophic, 10;17357067;160781;Cardiomyopathy, hypertrophic, 10, 608758 (3);608758
MYL3;Cardiomyopathy, hypertrophic, 8;17357067;160790;Cardiomyopathy, hypertrophic, 8, 608751 (3);608751
MYL4;Congenital disorder of glycosylation, type IId;17357067;137060;Congenital disorder of glycosylation, type IId, 607091 (3);607091
MYLK;Aortic aneurysm, familial thoracic 7;17357067;600922;Aortic aneurysm, familial thoracic 7, 613780 (3);613780
MYLK2;Cardiomyopathy, hypertrophic, 1, digenic;17357067;606566;Cardiomyopathy, hypertrophic, 1, digenic, 192600 (3);192600
MYO15A;Deafness, autosomal recessive 3;17357067;602666;Deafness, autosomal recessive 3, 600316 (3);600316
MYO1A;Deafness, autosomal dominant 48;17357067;601478;Deafness, autosomal dominant 48, 607841 (3);607841
MYO1C;Glomerulosclerosis, focal segmental, 6;17357067;601479;Glomerulosclerosis, focal segmental, 6, 614131 (3);614131
MYO1E;Glomerulosclerosis, focal segmental, 6;17357067;601479;Glomerulosclerosis, focal segmental, 6, 614131 (3);614131
MYO3A;Deafness, autosomal recessive 30;17357067;606808;Deafness, autosomal recessive 30, 607101 (3);607101
MYO5A;Griscelli syndrome, type 1;17357067;160777;Griscelli syndrome, type 1, 214450 (3);214450
MYO5B;Microvillus inclusion disease;17357067;606540;Microvillus inclusion disease, 251850 (3);251850
MYO6;Deafness, autosomal dominant 22;17357067;600970;Deafness, autosomal dominant 22, 606346 (3);606346
MYO6;Deafness, autosomal dominant 22, with hypertrophic cardiomyopathy;17357067;600970;Deafness, autosomal dominant 22, with hypertrophic cardiomyopathy, 606346 (3);606346
MYO6;Deafness, autosomal recessive 37;17357067;600970;Deafness, autosomal recessive 37, 607821 (3);607821
MYO7A;Deafness, autosomal dominant 11;17357067;276903;Deafness, autosomal dominant 11, 601317 (3);601317
MYO7A;Deafness, autosomal recessive 2;17357067;276903;Deafness, autosomal recessive 2, 600060 (3);600060
MYO7A;Usher syndrome, type 1B;17357067;276903;Usher syndrome, type 1B, 276900 (3);276900
MYO9B;Celiac disease, susceptibility to, 4;17357067;602129;{Celiac disease, susceptibility to, 4}, 609753 (3);609753
MYOC;Glaucoma 1A, primary open angle;17357067;601652;Glaucoma 1A, primary open angle, 137750 (3);137750
MYOT;Muscular dystrophy, limb-girdle, type 1A;17357067;604103;Muscular dystrophy, limb-girdle, type 1A, 159000 (3);159000
MYOT;Myopathy, myofibrillar, 3;17357067;604103;Myopathy, myofibrillar, 3, 609200 (3);609200
MYOT;Myopathy, spheroid body;17357067;604103;Myopathy, spheroid body, 182920 (3);182920
MYOZ2;Cardiomyopathy, hypertrophic, 16;17357067;605602;Cardiomyopathy, hypertrophic, 16, 613838 (3);613838
MYPN;Cardiomyopathy, dilated, 1KK;17357067;608517;Cardiomyopathy, dilated, 1KK, 615248 (3);615248
MYPN;Cardiomyopathy, familial restrictive, 4;17357067;608517;Cardiomyopathy, familial restrictive, 4, 615248 (3);615248
MYPN;Cardiomyopathy, hypertrophic, 22;17357067;608517;Cardiomyopathy, hypertrophic, 22, 615248 (3);615248
MYPOP;Proximal myopathy and ophthalmoplegia;17357067;160740;Proximal myopathy and ophthalmoplegia, 605637 (3);605637
NAA10;N-terminal acetyltransferase deficiency;17357067;300013;N-terminal acetyltransferase deficiency, 300855 (3);300855
NAGA;Kanzaki disease;17357067;104170;Kanzaki disease, 609242 (3);609242
NAGA;Schindler disease, type I;17357067;104170;Schindler disease, type I, 609241 (3);609241
NAGA;Schindler disease, type III;17357067;104170;Schindler disease, type III, 609241 (3);609241
NAGLU;Mucopolysaccharidosis type IIIB (Sanfilippo B);17357067;609701;Mucopolysaccharidosis type IIIB (Sanfilippo B), 252920 (3);252920
NAGS;N-acetylglutamate synthase deficiency;17357067;608300;N-acetylglutamate synthase deficiency, 237310 (3);237310
NALCN;Congenital contractures of the limbs and face, hypotonia, and developmental delay;17357067;611549;Congenital contractures of the limbs and face, hypotonia, and developmental delay, 616266 (3);616266
NALCN;Hypotonia, infantile, with psychomotor retardation and characteristic facies;17357067;611549;Hypotonia, infantile, with psychomotor retardation and characteristic facies, 615419 (3);615419
NANOS1;Spermatogenic failure 12;17357067;608226;Spermatogenic failure 12, 615413 (3);615413
NAPB;Amyotrophy, hereditary neuralgic;17357067;604061;Amyotrophy, hereditary neuralgic, 162100 (3);162100
NAPB;Leukemia, acute myeloid, therapy-related;17357067;604061;Leukemia, acute myeloid, therapy-related (1);0
NAPB;Ovarian carcinoma;17357067;604061;Ovarian carcinoma (1);0
NARS2;Combined oxidative phosphorylation deficiency 24;17357067;612803;Combined oxidative phosphorylation deficiency 24, 616239 (3);616239
NAT1;Orthostatic intolerance;17357067;163970;Orthostatic intolerance, 604715 (3);604715
NAT2;Acetylation, slow;17357067;612182;[Acetylation, slow], 243400 (3);243400
NBAS;Infantile liver failure syndrome 2;17357067;608025;Infantile liver failure syndrome 2, 616483 (3);616483
NBAS;Short stature, optic nerve atrophy, and Pelger-Huet anomaly;17357067;608025;Short stature, optic nerve atrophy, and Pelger-Huet anomaly, 614800 (3);614800
NBEAL2;Gray platelet syndrome;17357067;614169;Gray platelet syndrome, 139090 (3);139090
NBN;Aplastic anemia;17357067;602667;Aplastic anemia, 609135 (3);609135
NBN;Leukemia, acute lymphoblastic;17357067;602667;Leukemia, acute lymphoblastic, 613065 (3);613065
NBN;Nijmegen breakage syndrome;17357067;602667;Nijmegen breakage syndrome, 251260 (3);251260
NCF1;Chronic granulomatous disease due to deficiency of NCF-1;17357067;608512;Chronic granulomatous disease due to deficiency of NCF-1, 233700 (3);233700
NCF2;Chronic granulomatous disease due to deficiency of NCF-2;17357067;608515;Chronic granulomatous disease due to deficiency of NCF-2, 233710 (3);233710
NCF4;Granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type III;17357067;601488;Granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type III, 613960 (3);613960
NCOA4;Thyroid carcinoma, papillary;17357067;601984;Thyroid carcinoma, papillary, 188550 (3);188550
NCOR1;Tenorio syndrome;17357067;610432;Tenorio syndrome, 616260 (3);616260
NCR3;Malaria, mild, susceptibility to;17357067;611550;{Malaria, mild, susceptibility to}, 609148 (3);609148
NCSTN;Acne inversa, familial, 1;17357067;605254;Acne inversa, familial, 1, 142690 (3);142690
NDE1;Lissencephaly 4 (with microcephaly);17357067;609449;Lissencephaly 4 (with microcephaly), 614019 (3);614019
NDN;Prader-Willi syndrome;17357067;602117;Prader-Willi syndrome, 176270 (3);176270
NDP;Exudative vitreoretinopathy 2, X-linked;17357067;300658;Exudative vitreoretinopathy 2, X-linked, 305390 (3);305390
NDP;Norrie disease;17357067;300658;Norrie disease, 310600 (3);310600
NDRG1;Charcot-Marie-Tooth disease, type 4D;17357067;605262;Charcot-Marie-Tooth disease, type 4D, 601455 (3);601455
NDST1;Mental retardation, autosomal recessive 46;17357067;600853;Mental retardation, autosomal recessive 46, 616116 (3);616116
NDUFA1;Mitochondrial complex I deficiency;17357067;300078;Mitochondrial complex I deficiency, 252010 (3);252010
NDUFA11;Mitochondrial complex I deficiency;17357067;612638;Mitochondrial complex I deficiency, 252010 (3);252010
NDUFA12;Leigh syndrome due to mitochondrial complex 1 deficiency;17357067;614530;Leigh syndrome due to mitochondrial complex 1 deficiency, 256000 (3);256000
NDUFA13;Thyroid carcinoma, Hurthle cell;17357067;609435;{Thyroid carcinoma, Hurthle cell}, 607464 (3);607464
NDUFA2;Leigh syndrome due to mitochondrial complex I deficiency;17357067;602137;Leigh syndrome due to mitochondrial complex I deficiency, 256000 (3);256000
NDUFA9;Leigh syndrome due to mitochondrial complex I deficiency;17357067;603834;Leigh syndrome due to mitochondrial complex I deficiency, 256000 (3);256000
NDUFAB1;Cerebral palsy, ataxic, autosomal recessive;17357067;605388;Cerebral palsy, ataxic, autosomal recessive (2);0
NDUFAF1;Mitochondrial complex I deficiency;17357067;606934;Mitochondrial complex I deficiency, 252010 (3);252010
NDUFAF2;Leigh syndrome;17357067;609653;Leigh syndrome, 256000 (3);256000
NDUFAF2;Mitochondrial complex I deficiency;17357067;609653;Mitochondrial complex I deficiency, 252010 (3);252010
NDUFAF3;Mitochondrial complex I deficiency;17357067;612911;Mitochondrial complex I deficiency, 252010 (3);252010
